City,Cuisine,count
London,"[ 'Fast Food', 'Turkish', 'Middle Eastern', 'Halal', 'Vegetarian Friendly' ]",2
London,"[ 'Mediterranean', 'Turkish', 'Middle Eastern', 'Barbecue', 'Halal' ]",2
London,"[ 'Healthy', 'Cafe', 'Vegetarian Friendly', 'Vegan Options' ]",1
London,"[ 'Pizza', 'Cafe', 'European', 'Vegetarian Friendly', 'Vegan Options' ]",1
London,"[ 'Cafe', 'International' ]",4
London,"[ 'Japanese', 'Fast Food', 'Asian' ]",4
London,"[ 'Italian', 'Indian', 'Vegetarian Friendly' ]",1
London,"[ 'Asian', 'Chinese', 'Fast Food' ]",2
Lyon,"[ 'Brew Pub', 'Pub' ]",4
Madrid,"[ 'Bar', 'Mediterranean', 'European', 'Spanish', 'Brew Pub', 'Vegetarian Friendly' ]",1
Madrid,"[ 'Italian', 'Mediterranean', 'European', 'Spanish', 'Fusion', 'Cafe', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",1
Madrid,"[ 'Mexican', 'Latin', 'Vegetarian Friendly' ]",2
Madrid,"[ 'Diner', 'Spanish', 'Vegetarian Friendly' ]",1
Madrid,"[ 'Argentinean', 'South American', 'Italian', 'Vegetarian Friendly', 'Vegan Options' ]",1
Madrid,"[ 'Mediterranean', 'Healthy' ]",4
Madrid,"[ 'Spanish', 'Russian' ]",1
Dublin,"[ 'American', 'Diner', 'Fast Food' ]",2
Amsterdam,"[ 'Steakhouse', 'Seafood', 'European', 'International' ]",1
Amsterdam,"[ 'Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Gluten Free Options' ]",1
Amsterdam,"[ 'Bar', 'American', 'Dutch', 'European' ]",1
Amsterdam,"[ 'Dutch', 'Bar', 'European', 'Pub', 'Diner' ]",1
Amsterdam,[ 'Mexican' ],5
Amsterdam,"[ 'Spanish', 'Cuban', 'Vegetarian Friendly' ]",1
Athens,"[ 'Mediterranean', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options', 'Kosher', 'Gluten Free Options' ]",1
Athens,"[ 'Cafe', 'Mediterranean', 'European', 'Bar', 'Greek', 'Wine Bar', 'Vegetarian Friendly', 'Vegan Options' ]",1
Athens,"[ 'Delicatessen', 'Wine Bar', 'Mediterranean', 'Greek' ]",1
Athens,[ 'Vegan Options' ],2
Barcelona,"[ 'International', 'Fusion', 'Middle Eastern', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Halal' ]",1
Barcelona,"[ 'European', 'Spanish' ]",10
Barcelona,[ 'Thai' ],2
Barcelona,"[ 'Bar', 'Cafe', 'Spanish', 'Mediterranean', 'European' ]",1
Barcelona,"[ 'Italian', 'Mediterranean', 'Pizza', 'Vegetarian Friendly' ]",1
Barcelona,"[ 'Spanish', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options' ]",3
Barcelona,"[ 'Brew Pub', 'Bar', 'Cafe', 'Mediterranean', 'Pub', 'Wine Bar' ]",1
Barcelona,"[ 'Chinese', 'Japanese', 'Sushi', 'Asian' ]",1
Barcelona,"[ 'Mediterranean', 'European', 'Healthy' ]",1
Barcelona,"[ 'Fast Food', 'International', 'Spanish' ]",1
Barcelona,"[ 'American', 'German', 'Fast Food' ]",1
Barcelona,"[ 'Italian', 'German' ]",1
Barcelona,"[ 'Mediterranean', 'Contemporary', 'Healthy', 'Vegetarian Friendly', 'Vegan Options' ]",1
Barcelona,"[ 'Mediterranean', 'European', 'Italian', 'Fusion', 'Vegan Options', 'Vegetarian Friendly' ]",1
Barcelona,"[ 'Italian', 'Mediterranean', 'Healthy' ]",1
Berlin,"[ 'Seafood', 'Mediterranean', 'European', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",1
Berlin,"[ 'German', 'Bar', 'International', 'Gastropub', 'Vegetarian Friendly' ]",1
Berlin,"[ 'French', 'German', 'European', 'Central European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",1
Berlin,"[ 'European', 'International', 'Vegetarian Friendly' ]",3
Berlin,"[ 'International', 'European', 'Central European', 'Vegetarian Friendly' ]",1
Berlin,"[ 'American', 'Fast Food', 'Street Food', 'Barbecue', 'Vegetarian Friendly' ]",1
Berlin,"[ 'European', 'Delicatessen', 'Portuguese' ]",1
Berlin,"[ 'Mediterranean', 'Italian', 'Vegetarian Friendly' ]",1
Berlin,"[ 'Mexican', 'Central American', 'South American', 'Vegetarian Friendly' ]",1
Bratislava,"[ 'Japanese', 'Sushi', 'Asian', 'Vegetarian Friendly' ]",1
Bratislava,"[ 'European', 'Italian', 'International', 'Soups', 'Central European' ]",1
Brussels,"[ 'French', 'European', 'Vegetarian Friendly' ]",8
Brussels,"[ 'European', 'French', 'Japanese' ]",1
Brussels,"[ 'Asian', 'Indonesian' ]",1
Budapest,"[ 'Bar', 'Cafe', 'European', 'Hungarian', 'International', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",1
Budapest,"[ 'Hungarian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",1
Budapest,"[ 'Barbecue', 'European', 'Eastern European', 'Central European', 'Gluten Free Options' ]",1
Budapest,"[ 'Japanese', 'Sushi', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",1
Budapest,"[ 'Hungarian', 'Bar', 'Street Food', 'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options' ]",1
Budapest,"[ 'German', 'Bar', 'European', 'Pub', 'Central European', 'Hungarian' ]",1
Budapest,"[ 'Bar', 'Contemporary', 'European', 'Central European', 'Hungarian' ]",1
Budapest,"[ 'European', 'Eastern European', 'Central European', 'International', 'Hungarian' ]",1
Budapest,"[ 'Italian', 'Seafood', 'Mediterranean', 'European' ]",1
Copenhagen,"[ 'American', 'Bar', 'Cafe', 'European', 'Vegetarian Friendly', 'Vegan Options' ]",1
Dublin,"[ 'Irish', 'Cafe', 'European', 'Gluten Free Options' ]",1
Dublin,"[ 'Italian', 'Pizza' ]",2
Dublin,[ 'Fusion' ],3
Dublin,"[ 'Bar', 'Irish', 'Contemporary' ]",1
Edinburgh,[ 'American' ],6
Edinburgh,"[ 'Caribbean', 'African', 'Cafe', 'Vegetarian Friendly', 'Vegan Options' ]",1
Edinburgh,"[ 'French', 'Cafe', 'European', 'Gluten Free Options', 'Vegetarian Friendly' ]",1
Edinburgh,"[ 'Italian', 'Cafe', 'Scottish', 'British', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",1
Edinburgh,"[ 'Seafood', 'European', 'British', 'Scottish' ]",1
Geneva,"[ 'French', 'Swiss', 'Vegetarian Friendly', 'Vegan Options' ]",1
Hamburg,"[ 'Bar', 'Barbecue', 'Street Food', 'American', 'Vegetarian Friendly' ]",1
Hamburg,"[ 'French', 'American', 'European', 'Vegetarian Friendly', 'Vegan Options' ]",1
Hamburg,[ 'Bar' ],3
Hamburg,"[ 'European', 'Croatian', 'International', 'Mediterranean' ]",1
Hamburg,"[ 'Italian', 'Mediterranean', 'European', 'Seafood' ]",1
Helsinki,"[ 'European', 'Scandinavian', 'Gluten Free Options' ]",6
Helsinki,"[ 'Asian', 'Nepali', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",3
Krakow,"[ 'Pizza', 'Italian', 'European', 'Vegetarian Friendly' ]",2
Krakow,"[ 'Chinese', 'Asian', 'Vietnamese' ]",3
Lisbon,"[ 'Seafood', 'Mediterranean', 'European', 'Portuguese', 'Soups' ]",8
Lisbon,"[ 'Mediterranean', 'European', 'Portuguese', 'Fusion', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",1
Lisbon,"[ 'International', 'Portuguese', 'Gluten Free Options' ]",1
Lisbon,"[ 'Indian', 'Asian' ]",1
London,"[ 'Australian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",3
London,"[ 'Mediterranean', 'Italian', 'Pizza', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",2
London,"[ 'American', 'British', 'Diner', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",2
London,"[ 'Indian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options', 'Halal' ]",1
London,"[ 'French', 'European', 'British', 'International', 'Vegetarian Friendly' ]",1
London,"[ 'Bar', 'Pizza', 'Gastropub', 'Vegetarian Friendly', 'Gluten Free Options' ]",1
London,"[ 'Cafe', 'Fast Food', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",7
London,"[ 'Bar', 'Indian', 'Asian', 'Contemporary', 'Vegan Options', 'Halal', 'Gluten Free Options' ]",1
London,"[ 'Grill', 'Brazilian', 'Latin', 'Bar', 'Barbecue', 'South American', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",1
London,"[ 'Steakhouse', 'Bar', 'European', 'British' ]",1
London,"[ 'Fast Food', 'European', 'Portuguese' ]",5
London,"[ 'Seafood', 'British', 'Grill', 'Vegetarian Friendly', 'Gluten Free Options' ]",1
London,"[ 'Indian', 'Vegetarian Friendly' ]",20
London,"[ 'Mediterranean', 'European', 'Portuguese', 'Vegetarian Friendly', 'Gluten Free Options' ]",1
London,"[ 'Mediterranean', 'Turkish', 'Middle Eastern', 'Vegan Options', 'Vegetarian Friendly' ]",1
London,"[ 'Bar', 'Fast Food', 'British', 'Contemporary', 'American', 'Pub' ]",1
London,"[ 'Asian', 'Pakistani', 'Middle Eastern', 'Halal' ]",1
London,"[ 'Mediterranean', 'Turkish', 'British' ]",1
London,"[ 'American', 'British', 'Grill' ]",1
London,"[ 'Bar', 'Italian', 'British', 'Pub' ]",1
London,"[ 'British', 'Healthy' ]",1
London,"[ 'Cafe', 'British', 'Delicatessen', 'Diner' ]",1
London,"[ 'Indian', 'Pizza', 'Turkish', 'Halal' ]",1
Luxembourg,"[ 'American', 'European', 'Vegetarian Friendly' ]",2
Luxembourg,"[ 'Polish', 'European', 'Eastern European', 'Central European' ]",1
Lyon,"[ 'Thai', 'Vegetarian Friendly' ]",1
Lyon,"[ 'French', 'Cafe' ]",9
Lyon,"[ 'Contemporary', 'Diner', 'Healthy', 'French', 'Fast Food' ]",1
Madrid,"[ 'Mediterranean', 'European', 'Spanish', 'Argentinean', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",1
Madrid,"[ 'Brew Pub', 'Bar', 'Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly' ]",1
Madrid,"[ 'Spanish', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options' ]",1
Madrid,"[ 'Mediterranean', 'Italian', 'European', 'Vegetarian Friendly' ]",2
Madrid,"[ 'Latin', 'Spanish', 'Contemporary' ]",1
Madrid,"[ 'Japanese', 'Peruvian', 'South American', 'Spanish', 'Thai' ]",2
Amsterdam,"[ 'American', 'Bar', 'European', 'Pub', 'Vegetarian Friendly' ]",3
Amsterdam,"[ 'Italian', 'Pizza' ]",15
Amsterdam,"[ 'Middle Eastern', 'Persian' ]",1
Amsterdam,"[ 'Mediterranean', 'European', 'Greek' ]",2
Amsterdam,"[ 'Italian', 'Dutch', 'European' ]",2
Amsterdam,"[ 'American', 'European', 'British' ]",1
Athens,"[ 'Seafood', 'Diner', 'Greek', 'Vegetarian Friendly', 'Vegan Options' ]",1
Athens,"[ 'International', 'Greek', 'Wine Bar', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Gluten Free Options' ]",1
Athens,"[ 'Cafe', 'Fast Food', 'Greek' ]",1
Athens,"[ 'Bar', 'International', 'Mediterranean', 'European' ]",1
Barcelona,"[ 'Mexican', 'Mediterranean', 'Delicatessen', 'Colombian', 'Latin', 'Central American', 'Vegetarian Friendly', 'Gluten Free Options' ]",1
Barcelona,"[ 'Mediterranean', 'European', 'Spanish', 'International', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",5
Barcelona,"[ 'International', 'Mediterranean', 'Fusion', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options' ]",1
Barcelona,"[ 'American', 'Caribbean', 'Latin', 'Bar', 'Spanish', 'Pub', 'Venezuelan', 'South American' ]",1
Barcelona,"[ 'American', 'Fast Food' ]",10
Barcelona,"[ 'International', 'Spanish' ]",11
Barcelona,"[ 'Italian', 'Pizza', 'Mediterranean', 'Vegetarian Friendly', 'Gluten Free Options' ]",1
Barcelona,"[ 'Seafood', 'Mediterranean', 'Vegetarian Friendly' ]",1
Barcelona,"[ 'Cafe', 'Fast Food', 'Sushi', 'Asian', 'Healthy' ]",1
Berlin,"[ 'African', 'Ethiopian', 'Vegetarian Friendly', 'Vegan Options' ]",4
Berlin,"[ 'German', 'Bar', 'European', 'Pub', 'Vegetarian Friendly' ]",3
Berlin,"[ 'Cafe', 'European', 'Central European', 'German', 'Vegetarian Friendly' ]",1
Berlin,"[ 'Italian', 'Pizza', 'European' ]",5
Berlin,"[ 'Latin', 'Spanish' ]",2
Berlin,"[ 'German', 'Australian' ]",1
Berlin,"[ 'Diner', 'Mexican', 'American', 'Bar', 'Pub' ]",1
Bratislava,"[ 'American', 'Bar', 'Pub', 'Gastropub' ]",1
Bratislava,"[ 'Japanese', 'Sushi', 'Asian', 'Thai' ]",1
Brussels,"[ 'Lebanese', 'African', 'Bar', 'Cafe', 'Mediterranean', 'Pub', 'Fusion', 'Vegetarian Friendly' ]",1
Brussels,"[ 'Mediterranean', 'Middle Eastern' ]",1
Brussels,"[ 'French', 'Chinese', 'Belgian', 'European', 'Asian', 'Thai', 'Vegetarian Friendly', 'Vegan Options' ]",1
Budapest,"[ 'Italian', 'European', 'Eastern European', 'Central European', 'Hungarian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",1
Budapest,"[ 'Fast Food', 'European', 'Soups', 'Hungarian', 'Vegetarian Friendly', 'Vegan Options' ]",1
Budapest,"[ 'European', 'Hungarian', 'Central European', 'Eastern European', 'Vegetarian Friendly' ]",1
Budapest,"[ 'Irish', 'Bar', 'European', 'Pub' ]",1
Budapest,"[ 'Fast Food', 'Asian', 'Thai', 'Vegetarian Friendly' ]",1
Budapest,"[ 'Asian', 'Fast Food', 'Vegetarian Friendly', 'Vegan Options' ]",1
Copenhagen,"[ 'American', 'Bar', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",1
Copenhagen,"[ 'Italian', 'Pizza', 'European', 'Vegetarian Friendly', 'Gluten Free Options' ]",1
Copenhagen,"[ 'French', 'Seafood', 'Danish', 'Scandinavian', 'Vegetarian Friendly' ]",1
Copenhagen,"[ 'American', 'Cafe', 'Barbecue', 'Diner' ]",1
Copenhagen,"[ 'Italian', 'Indian', 'German', 'European', 'Thai', 'Danish' ]",1
Dublin,"[ 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",2
Dublin,"[ 'Pub', 'Irish', 'Bar', 'European' ]",1
Dublin,"[ 'Cafe', 'European', 'Gluten Free Options', 'Vegetarian Friendly', 'Vegan Options' ]",1
Dublin,"[ 'Fast Food', 'Turkish', 'Middle Eastern', 'Halal', 'Gluten Free Options' ]",1
Dublin,"[ 'Bar', 'Pub', 'Irish', 'European', 'Vegetarian Friendly', 'Gluten Free Options' ]",1
Dublin,"[ 'Irish', 'Bar', 'Grill', 'Pub', 'Gastropub' ]",1
Dublin,"[ 'Irish', 'Bar', 'Cafe', 'Pub' ]",1
Dublin,"[ 'Pizza', 'Italian', 'Fast Food' ]",1
Edinburgh,"[ 'American', 'Bar', 'British', 'Scottish', 'Grill', 'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options' ]",1
Edinburgh,"[ 'Latin', 'Venezuelan', 'Central American', 'Vegetarian Friendly' ]",1
Edinburgh,"[ 'Cafe', 'Fast Food', 'British', 'Delicatessen' ]",1
Geneva,"[ 'American', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",1
Geneva,"[ 'Asian', 'Thai', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",2
Geneva,"[ 'European', 'French', 'Mediterranean', 'Gluten Free Options', 'Vegetarian Friendly' ]",1
Geneva,[ 'Turkish' ],6
Geneva,"[ 'Fast Food', 'Asian', 'Thai', 'Fusion', 'Vegetarian Friendly', 'Vegan Options' ]",1
Geneva,"[ 'Pizza', 'Fast Food' ]",2
Hamburg,"[ 'Steakhouse', 'Vegetarian Friendly' ]",1
Hamburg,"[ 'Peruvian', 'South American', 'Vegetarian Friendly' ]",1
Hamburg,"[ 'Italian', 'Mediterranean', 'Pizza' ]",1
Helsinki,"[ 'European', 'Scandinavian', 'Vegetarian Friendly', 'Vegan Options' ]",2
Helsinki,"[ 'Italian', 'Mediterranean' ]",1
Helsinki,"[ 'Italian', 'Pizza', 'Barbecue' ]",1
Krakow,"[ 'Italian', 'American', 'Mediterranean', 'European', 'Central European', 'Fusion', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",1
Krakow,"[ 'Italian', 'Pizza', 'European', 'Vegetarian Friendly', 'Vegan Options' ]",3
Krakow,"[ 'Pizza', 'Mediterranean', 'Gastropub' ]",1
Lisbon,"[ 'Steakhouse', 'Mediterranean', 'Barbecue', 'European', 'Portuguese', 'Vegetarian Friendly', 'Gluten Free Options' ]",1
Lisbon,"[ 'American', 'Bar' ]",1
Lisbon,"[ 'Mediterranean', 'Bar', 'Portuguese', 'Vegetarian Friendly', 'Vegan Options' ]",1
Lisbon,"[ 'European', 'Contemporary', 'Portuguese', 'Mediterranean' ]",1
Lisbon,"[ 'Chinese', 'Indian', 'Asian', 'Nepali' ]",2
Ljubljana,"[ 'Mediterranean', 'European', 'Slovenian', 'Central European', 'Vegetarian Friendly', 'Gluten Free Options' ]",2
Ljubljana,"[ 'International', 'European' ]",1
London,"[ 'American', 'Steakhouse', 'European', 'British' ]",1
London,"[ 'Italian', 'Pizza', 'Mediterranean', 'European', 'Healthy', 'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options' ]",1
London,"[ 'International', 'Bar', 'British', 'Contemporary', 'Vegetarian Friendly', 'Gluten Free Options' ]",1
London,"[ 'Fast Food', 'Turkish', 'Middle Eastern', 'Halal' ]",14
London,"[ 'Cafe', 'European', 'French', 'Soups', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",1
London,"[ 'Bar', 'International', 'British', 'Contemporary' ]",1
London,"[ 'British', 'Pub', 'Vegetarian Friendly', 'Gluten Free Options' ]",2
London,"[ 'Bar', 'British', 'Pub', 'Barbecue' ]",2
London,"[ 'American', 'Fast Food', 'Contemporary', 'Healthy', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",1
London,"[ 'Cafe', 'British', 'Fusion', 'Vegetarian Friendly' ]",1
London,"[ 'Fast Food', 'Middle Eastern', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options' ]",1
London,"[ 'Pizza', 'Cafe', 'Sushi', 'Healthy' ]",1
London,"[ 'Chinese', 'Peruvian', 'South American', 'Colombian' ]",1
London,"[ 'American', 'Fusion' ]",1
London,"[ 'Cafe', 'Portuguese', 'Mediterranean', 'European' ]",1
London,"[ 'Barbecue', 'Grill', 'Middle Eastern', 'Vegetarian Friendly', 'Halal' ]",1
London,"[ 'Fast Food', 'International', 'Healthy' ]",1
London,"[ 'Cafe', 'American' ]",1
Luxembourg,"[ 'Indian', 'Nepali' ]",1
Luxembourg,[ 'Mexican' ],1
Luxembourg,"[ 'Brew Pub', 'Bar', 'European', 'German', 'Cafe' ]",1
Lyon,"[ 'American', 'Fast Food', 'Delicatessen', 'Diner', 'Vegetarian Friendly', 'Vegan Options' ]",1
Lyon,"[ 'French', 'Wine Bar', 'Brew Pub' ]",1
Lyon,"[ 'Bar', 'Pub', 'Brew Pub', 'European', 'Vegetarian Friendly' ]",1
Madrid,"[ 'Bar', 'Mediterranean', 'Spanish', 'European' ]",2
Madrid,"[ 'Asian', 'Fusion', 'Street Food', 'Vegetarian Friendly', 'Vegan Options' ]",1
Madrid,"[ 'Cafe', 'Delicatessen', 'Bar', 'Pub', 'Mediterranean', 'European', 'Spanish' ]",1
Madrid,"[ 'Italian', 'Mexican', 'Japanese', 'American', 'Spanish' ]",1
London,"[ 'Bar', 'British', 'European', 'Vegetarian Friendly' ]",1
Amsterdam,"[ 'Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly' ]",11
Amsterdam,"[ 'Steakhouse', 'Argentinean', 'Central European', 'Bar', 'European' ]",1
Amsterdam,"[ 'Italian', 'French', 'Dutch', 'Bar', 'Pub', 'International', 'European' ]",1
Amsterdam,"[ 'Italian', 'Mediterranean', 'European', 'Pizza', 'Vegetarian Friendly', 'Vegan Options' ]",1
Amsterdam,"[ 'Indonesian', 'Asian' ]",4
Athens,"[ 'Bar', 'Cafe', 'Pub', 'Wine Bar', 'Middle Eastern', 'Arabic' ]",1
Athens,"[ 'Mediterranean', 'Cafe', 'Wine Bar' ]",1
Barcelona,"[ 'Seafood', 'Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly' ]",8
Barcelona,"[ 'Gastropub', 'Vegetarian Friendly', 'Vegan Options' ]",1
Barcelona,"[ 'International', 'Mediterranean', 'Fusion' ]",2
Barcelona,"[ 'Bar', 'Pub', 'Spanish', 'Vegetarian Friendly' ]",1
Barcelona,"[ 'Italian', 'European', 'Pizza', 'Vegetarian Friendly' ]",1
Barcelona,"[ 'Seafood', 'European', 'Spanish', 'Mediterranean' ]",2
Berlin,"[ 'Indian', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Halal', 'Gluten Free Options' ]",1
Berlin,"[ 'Cafe', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",2
Berlin,[ 'Israeli' ],2
Berlin,"[ 'Italian', 'Mexican', 'Mediterranean', 'Spanish', 'Delicatessen' ]",1
Bratislava,"[ 'Italian', 'European', 'Pizza', 'Central European', 'Vegetarian Friendly' ]",1
Brussels,"[ 'European', 'Mediterranean', 'Delicatessen', 'Healthy' ]",1
Brussels,"[ 'Belgian', 'European', 'French', 'Seafood' ]",1
Budapest,"[ 'Italian', 'Pizza', 'European', 'Mediterranean', 'Soups', 'Central European', 'Vegetarian Friendly' ]",1
Budapest,"[ 'Pizza', 'European', 'Wine Bar', 'Street Food', 'Hungarian' ]",1
Budapest,"[ 'International', 'European', 'Delicatessen', 'Contemporary', 'Eastern European', 'Central European', 'Hungarian', 'Vegetarian Friendly' ]",1
Copenhagen,[ 'Wine Bar' ],3
Copenhagen,"[ 'Italian', 'Delicatessen' ]",1
Copenhagen,"[ 'American', 'Grill' ]",1
Dublin,"[ 'Irish', 'Cafe' ]",7
Dublin,"[ 'European', 'French' ]",1
Edinburgh,"[ 'European', 'British', 'Pub', 'Wine Bar', 'Scottish', 'Vegetarian Friendly', 'Gluten Free Options' ]",1
Edinburgh,"[ 'British', 'European', 'Scottish', 'Gluten Free Options' ]",1
Edinburgh,"[ 'Bar', 'British', 'Wine Bar', 'Scottish', 'European', 'Vegetarian Friendly' ]",1
Geneva,"[ 'French', 'Seafood', 'European', 'Central European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",1
Hamburg,"[ 'Mexican', 'Latin', 'South American', 'Central American', 'Vegetarian Friendly' ]",1
Hamburg,"[ 'European', 'Bar', 'Pub', 'Central European', 'Vegetarian Friendly' ]",1
Helsinki,"[ 'Italian', 'American', 'European', 'Bar', 'Pub' ]",1
Helsinki,"[ 'European', 'Belgian' ]",1
Krakow,"[ 'Polish', 'Cafe', 'Mediterranean', 'European', 'Healthy' ]",1
Krakow,"[ 'Polish', 'Pizza', 'European', 'Diner' ]",1
Lisbon,"[ 'European', 'Portuguese', 'Contemporary', 'Gluten Free Options' ]",2
Lisbon,[ 'Pakistani' ],1
Ljubljana,"[ 'Steakhouse', 'Bar', 'Pizza', 'European', 'Grill', 'Slovenian' ]",1
London,"[ 'French', 'European', 'Fusion', 'Vegetarian Friendly', 'Vegan Options' ]",1
London,"[ 'Cafe', 'Fast Food', 'Soups', 'Delicatessen', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",1
London,"[ 'Bar', 'British', 'Pub', 'Brew Pub', 'Vegetarian Friendly' ]",6
London,"[ 'French', 'Mediterranean', 'European', 'Vegetarian Friendly' ]",1
London,"[ 'Middle Eastern', 'Persian', 'Vegetarian Friendly', 'Halal' ]",12
London,"[ 'Bar', 'Pizza', 'British', 'Vegetarian Friendly', 'Vegan Options' ]",1
London,"[ 'British', 'Bar', 'European', 'Vegetarian Friendly' ]",1
London,"[ 'Chinese', 'Asian', 'Thai', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",1
London,"[ 'Fast Food', 'Soups', 'Cafe', 'Vegetarian Friendly', 'Vegan Options' ]",3
London,"[ 'Bar', 'British', 'Pub', 'Brew Pub', 'Vegetarian Friendly', 'Vegan Options' ]",1
London,"[ 'Mediterranean', 'Steakhouse', 'Seafood', 'Vegetarian Friendly' ]",1
London,"[ 'American', 'Pizza', 'Fast Food', 'Vegetarian Friendly' ]",1
London,"[ 'Bar', 'British', 'Pub', 'Wine Bar' ]",4
London,"[ 'Indian', 'Asian', 'Eastern European', 'Vegetarian Friendly' ]",2
London,"[ 'Cafe', 'British', 'American', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options' ]",1
London,"[ 'Pizza', 'American' ]",1
London,"[ 'Mediterranean', 'Cafe', 'Vegetarian Friendly' ]",1
London,"[ 'American', 'Steakhouse', 'Bar', 'Grill', 'Pub' ]",1
Luxembourg,"[ 'French', 'European' ]",18
Luxembourg,"[ 'Bar', 'Pub', 'European', 'Grill', 'Vegetarian Friendly', 'Vegan Options' ]",1
Luxembourg,"[ 'Italian', 'Mediterranean', 'Vegetarian Friendly' ]",1
Luxembourg,"[ 'Bar', 'European', 'Pub', 'French', 'International' ]",1
Lyon,"[ 'French', 'European', 'Contemporary', 'International', 'Gastropub' ]",1
Lyon,"[ 'International', 'European', 'Russian', 'Vegetarian Friendly' ]",1
Lyon,"[ 'European', 'French' ]",1
Madrid,"[ 'American', 'Barbecue', 'Venezuelan', 'South American' ]",1
Madrid,[ 'Delicatessen' ],6
London,"[ 'Chinese', 'Fast Food', 'Asian', 'Halal' ]",1
Amsterdam,"[ 'Indian', 'Tibetan', 'Nepali', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",1
Amsterdam,"[ 'Barbecue', 'American', 'Grill', 'Delicatessen' ]",1
Amsterdam,"[ 'Pub', 'German', 'Bar', 'European', 'Gluten Free Options' ]",1
Amsterdam,"[ 'Fast Food', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",1
Amsterdam,"[ 'European', 'French' ]",2
Amsterdam,"[ 'European', 'Seafood' ]",1
Amsterdam,"[ 'Brew Pub', 'Grill', 'Mediterranean', 'European', 'Pub', 'Vegetarian Friendly', 'Vegan Options' ]",1
Amsterdam,"[ 'Mediterranean', 'Dutch', 'Bar', 'European', 'Gastropub' ]",1
Athens,"[ 'European', 'Czech', 'Central European', 'Eastern European' ]",1
Athens,"[ 'Steakhouse', 'Mediterranean', 'Greek', 'Seafood' ]",1
Athens,"[ 'American', 'Greek' ]",4
Athens,"[ 'Cafe', 'Fast Food', 'Diner', 'Healthy', 'Wine Bar' ]",1
Athens,"[ 'Mediterranean', 'European', 'Italian', 'Cafe', 'International', 'Greek' ]",1
Barcelona,"[ 'Indian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",5
Barcelona,"[ 'Mediterranean', 'European', 'Spanish', 'Grill', 'Gluten Free Options' ]",1
